Anno,Nil,eastas M,eastas F,noraf M,noraf F,ssaf M,ssaf F,seas M,seas F,ita M,ita F,southas M,southas F,soam M,soam F,eu15 M,eu15 F,westas M,westas F,noram M,noram F,eun13 M,eun13 F,otheu M,otheu F,ocean M,ocean F,other M,other F
2014,Greco,287,279,337,143,93,89,393,424,5479,5972,228,116,288,404,27,33,13,11,0,3,99,117,72,202,0,0,0,0
2014,Niguarda - Cà Granda,208,259,656,428,120,123,207,278,15045,16672,217,173,453,703,35,62,32,15,7,9,147,253,191,427,0,0,0,0
2014,Bicocca,43,72,182,72,75,21,86,107,3394,3340,85,42,133,135,17,21,15,11,2,5,25,59,29,67,0,0,0,0
2014,Vle Monza,238,277,547,254,129,57,754,882,10502,11168,367,256,648,843,47,61,26,20,4,7,214,254,197,394,2,1,0,0
2014,Adriano,192,184,378,119,206,78,258,304,6257,6219,129,77,271,331,13,39,30,25,5,3,140,167,86,134,0,1,1,0
2014,Parco Lambro - Cimiano,64,96,261,152,27,29,288,315,7755,8948,93,65,345,496,35,66,29,24,5,3,89,153,90,214,0,0,0,0
2014,Padova,583,595,1807,660,189,99,1273,1438,11357,12614,691,407,1054,1442,44,71,45,28,9,4,351,445,284,532,0,1,0,0
2014,Loreto,829,836,2484,684,310,135,1278,1599,13792,14932,1892,618,1095,1388,90,128,117,66,8,8,239,404,273,566,1,1,0,0
2014,Buenos Aires - Venezia,323,379,373,184,94,138,571,804,25147,28326,613,303,405,774,282,400,99,94,50,54,137,405,211,705,4,5,0,0
2014,Città Studi,151,210,351,162,112,122,365,540,14085,16590,362,224,541,784,128,170,108,99,8,18,161,284,142,414,2,2,2,0
2014,Lambrate,71,69,234,102,47,20,199,223,4084,4405,87,47,194,244,18,32,49,41,8,5,70,123,38,105,0,0,0,0
2014,Parco Forlanini - Ortica,5,4,60,13,1,3,7,17,368,297,14,11,23,40,1,11,2,1,0,1,27,21,11,16,0,0,0,0
2014,Corsica,115,130,147,64,29,27,315,346,7415,8759,168,72,219,398,41,72,27,34,10,8,59,145,113,231,0,0,0,0
2014,XXII Marzo,93,118,147,76,52,57,218,313,13036,15044,122,95,187,370,129,214,37,39,15,34,67,171,88,248,2,8,0,0
2014,Porta Romana,73,83,96,57,18,15,140,180,6885,7635,76,45,112,193,87,115,11,10,19,19,35,119,46,147,0,1,0,0
2014,Umbria - Molise,137,150,636,322,153,191,376,440,8379,9530,216,119,287,463,50,63,45,34,2,10,127,193,114,274,1,2,0,0
2014,Ortomercato,50,66,417,151,16,18,107,131,1255,1365,63,32,109,174,4,5,4,5,1,0,62,55,21,41,0,0,0,0
2014,Mecenate,60,52,257,193,57,47,176,189,7373,8649,159,116,364,495,20,34,24,25,3,6,131,173,105,225,0,0,0,0
2014,Parco Monlué - Ponte Lambro,8,9,302,128,139,25,85,93,1652,1657,119,59,268,297,5,7,18,11,3,0,55,79,43,50,0,0,0,0
2014,Triulzo Superiore,3,2,252,71,13,2,64,65,252,217,122,79,106,114,1,2,0,1,0,0,37,36,41,33,0,0,0,0
2014,Rogoredo,27,33,269,102,34,21,81,110,4025,3843,174,88,220,313,25,30,17,15,0,5,71,98,48,102,1,0,0,0
2014,Chiaravalle,0,1,19,4,1,5,10,10,477,480,30,10,10,16,1,0,0,0,0,0,8,11,5,8,0,0,0,0
2014,Lodi - Corvetto,249,275,1416,652,213,166,747,874,12620,14260,484,297,800,1133,55,92,55,40,8,10,336,417,234,462,0,0,2,1
2014,Scalo Romana,121,119,771,322,187,32,292,348,3740,3938,544,180,270,345,22,26,26,9,0,2,85,119,52,111,0,0,0,0
2014,Ex OM - Morivione,56,73,153,56,8,8,118,125,3053,3366,91,70,112,183,7,25,7,7,3,2,31,45,33,71,0,0,0,0
2014,Ripamonti,48,50,168,63,23,21,105,125,5936,6320,136,88,146,237,23,45,18,14,6,2,67,91,78,122,1,0,0,0
2014,Quintosole,0,0,35,17,3,0,3,4,541,113,8,7,2,2,1,0,0,0,1,0,17,5,21,12,0,0,0,0
2014,Ronchetto delle Rane,0,0,29,15,2,5,13,9,331,319,7,4,17,11,2,1,3,2,0,1,1,3,1,1,0,0,0,0
2014,Gratosoglio - Ticinello,74,71,407,330,119,51,154,173,7525,8490,156,126,184,300,7,14,23,24,3,3,72,92,91,139,0,0,0,1
2014,Stadera,190,194,801,395,110,102,501,554,11551,12476,518,267,476,692,35,68,34,29,7,10,180,240,159,321,1,1,0,0
2014,Tibaldi,66,76,309,110,23,19,130,183,4490,5079,163,70,150,234,23,43,5,6,2,1,30,78,60,136,0,1,0,0
2014,Navigli,54,73,256,122,28,40,112,134,6942,7794,170,81,200,323,66,109,9,12,16,22,70,153,55,151,3,1,0,0
2014,S. Cristoforo,63,62,489,242,55,48,117,160,5115,5590,123,81,173,270,24,43,15,11,7,2,85,122,80,144,1,1,0,0
2014,Barona,19,33,449,391,43,53,92,135,6976,7855,111,109,139,241,11,39,20,17,2,2,44,79,58,103,0,0,0,0
2014,Cantalupa,6,3,15,5,1,2,0,0,205,205,2,1,5,11,4,2,1,1,0,1,6,2,5,4,0,0,0,0
2014,Ronchetto S/N,52,63,299,162,20,27,79,121,6099,6730,68,47,190,284,29,34,16,7,3,1,54,75,54,90,0,0,0,0
2014,Giambellino,233,230,1530,796,116,204,601,784,10938,12748,460,328,550,795,59,96,33,27,9,9,284,354,172,332,0,0,1,0
2014,Tortona,41,47,64,33,8,16,82,130,6256,7387,62,46,61,159,86,106,6,10,5,14,22,74,33,116,2,1,0,0
2014,Washington,65,82,74,30,25,33,220,335,10809,12914,80,63,142,311,171,258,27,42,19,25,31,133,93,296,2,1,1,0
2014,Bande Nere,264,318,482,220,47,52,640,921,16890,20058,273,185,515,817,103,151,95,111,24,20,168,342,149,442,1,1,1,0
2014,Lorenteggio,70,63,326,197,28,18,84,134,5402,6066,99,72,143,213,19,29,12,17,1,1,73,106,49,147,0,1,0,0
2014,Muggiano,1,2,20,12,5,6,8,11,1430,1425,6,6,29,34,2,8,0,1,0,1,9,18,7,19,0,0,0,0
2014,Baggio,77,72,557,299,60,52,501,535,11474,12852,281,212,653,837,20,38,10,17,3,0,208,250,143,271,0,0,0,0
2014,Forze Armate,127,136,545,298,87,104,380,441,9577,10618,154,132,392,606,23,32,14,15,2,2,105,198,99,205,0,0,0,0
2014,Selinunte,237,255,2434,1322,266,247,545,713,7871,9411,305,216,488,744,44,74,30,39,1,8,379,438,132,338,0,0,0,0
2014,De Angeli - Monte Rosa,107,132,72,48,37,32,169,254,8267,9874,87,68,163,308,180,242,8,13,9,15,44,147,93,227,2,1,0,0
2014,Tre Torri,3,4,0,1,1,4,10,17,661,723,3,8,6,26,42,36,4,2,0,2,3,11,7,15,0,0,0,0
2014,S. Siro,69,83,132,81,16,26,161,226,5030,5335,90,70,144,216,253,246,5,10,9,7,47,84,39,102,0,0,0,0
2014,Quarto Cagnino,56,58,128,79,11,11,41,64,4130,4383,28,21,87,109,10,22,4,3,0,2,18,38,28,64,0,0,0,0
2014,Quinto Romano,2,2,67,22,13,8,30,25,2126,2264,29,15,48,60,2,9,0,0,0,1,21,28,14,23,0,0,0,0
2014,Figino,0,4,30,21,4,4,11,15,690,717,27,22,26,28,2,0,0,0,0,0,27,34,17,25,0,0,0,0
2014,Trenno,0,1,23,4,76,1,9,10,1925,1935,63,1,14,34,2,6,3,0,0,0,5,10,6,26,0,0,0,0
2014,Gallaratese,81,81,228,168,93,51,129,201,13917,15721,101,87,255,435,31,66,25,20,8,7,169,245,98,262,1,1,0,0
2014,QT 8,14,16,16,13,2,4,28,32,1686,1971,25,21,20,58,8,15,4,2,1,3,16,20,16,52,0,0,0,0
2014,Portello,43,34,19,11,11,17,46,57,3330,3727,35,29,59,114,41,58,6,6,1,6,19,48,19,62,0,1,1,0
2014,Pagano,57,52,9,8,28,29,102,188,7295,7994,79,78,72,175,142,192,17,15,10,20,22,81,45,160,5,3,0,0
2014,Sarpi,1068,1010,109,58,64,47,244,328,11358,13278,162,106,190,377,182,242,16,22,13,17,66,175,116,257,3,3,0,0
2014,Ghisolfa,319,326,230,107,47,26,261,300,6691,7584,130,64,241,355,40,81,16,12,5,9,67,114,73,152,0,1,0,0
2014,Villapizzone,1335,1324,1563,623,252,126,904,1050,12956,14526,671,449,1059,1320,70,81,102,48,7,4,342,419,252,505,1,0,0,0
2014,Maggiore - Musocco,33,28,94,47,18,9,28,29,1985,2174,33,31,119,133,5,7,2,3,1,2,41,36,15,47,0,1,0,0
2014,Cascina Triulza - Expo,2,0,24,0,4,1,1,1,486,60,1,0,9,5,2,1,1,0,0,0,9,5,13,2,0,0,0,0
2014,Sacco,16,11,2,1,1,0,3,4,111,92,1,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014,Stephenson,5,2,0,0,0,0,3,1,32,25,3,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
2014,Quarto Oggiaro,760,778,885,570,228,129,299,359,11461,12825,372,311,473,634,13,32,49,40,4,4,150,204,180,281,0,1,0,0
2014,Bovisa,381,390,992,278,76,41,230,305,4078,4397,258,166,315,453,17,22,60,41,1,2,109,135,92,159,0,1,0,3
2014,Farini,158,164,325,58,24,11,65,88,1233,1285,123,48,69,104,7,11,7,7,1,4,27,40,25,49,0,1,0,0
2014,Dergano,782,779,1466,362,114,62,453,534,7161,7419,685,277,551,719,18,50,39,35,4,5,149,212,114,225,0,0,0,0
2014,Affori,827,826,943,287,117,36,463,559,8343,8852,414,251,459,608,28,41,43,29,4,5,207,240,172,283,1,0,0,0
2014,Bovisasca,47,48,104,98,18,16,31,39,2982,3305,30,29,106,134,3,7,5,4,2,1,35,58,48,72,0,0,0,0
2014,Comasina,457,433,321,151,41,29,84,97,3036,3358,215,131,245,304,6,8,24,20,3,3,129,123,88,121,0,0,0,0
2014,Bruzzano,88,87,336,173,36,34,81,85,5035,5374,115,82,236,361,9,10,16,20,4,4,96,134,124,159,0,0,0,0
2014,Parco Nord,2,3,4,2,0,0,0,3,35,37,0,1,0,0,1,0,0,0,0,0,2,0,2,8,0,0,0,0
2014,Parco delle Abbazie,0,0,1,1,0,0,1,1,139,125,3,1,2,5,1,0,0,0,0,0,45,32,57,56,0,0,0,0
2014,Parco dei Navigli,0,0,3,1,0,0,0,0,156,103,1,2,1,1,0,1,0,0,0,0,10,11,6,7,0,0,0,0
2014,Parco Agricolo Sud,0,0,0,0,0,0,0,2,159,129,0,0,1,3,5,8,0,0,0,0,2,4,4,7,0,0,0,0
2014,Parco Bosco in Città,0,0,6,3,0,0,5,1,129,142,2,2,12,14,0,1,1,0,0,0,19,17,50,43,0,0,0,0
2015,Duomo,33,51,31,19,36,63,146,267,7197,7360,153,122,74,210,176,197,15,26,15,25,22,122,64,202,3,5,0,0
2015,Brera,40,67,183,30,89,57,143,274,7278,8122,105,104,63,210,168,221,24,25,38,47,67,157,117,232,5,3,2,0
2015,Giardini Porta Venezia,0,0,0,0,0,0,2,2,21,20,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,Guastalla,18,45,12,13,25,35,114,280,6207,6878,188,152,75,218,84,140,30,40,13,26,29,102,41,162,2,0,0,0
2015,Vigentina,49,57,153,36,22,19,63,133,5640,6438,107,95,81,144,58,104,15,16,13,19,16,82,41,140,1,4,0,0
2015,Ticinese,91,118,208,81,16,14,146,176,8139,9350,101,73,134,243,104,140,18,25,12,19,42,125,55,177,2,2,0,0
2015,Magenta - S. Vittore,46,47,22,18,21,35,109,225,7341,8069,122,123,53,170,189,261,9,18,19,31,27,94,43,164,5,3,0,0
2015,Parco Sempione,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Garibaldi Repubblica,58,69,29,11,13,8,12,20,2197,2381,70,36,63,107,31,38,5,8,3,5,25,40,10,46,1,1,0,0
2015,Centrale,288,309,240,89,283,35,263,361,6637,6816,856,241,254,351,90,98,60,34,10,20,74,154,75,197,1,0,0,0
2015,Isola,359,360,568,184,67,38,226,319,8782,9649,418,167,223,324,94,132,29,31,9,17,87,167,104,248,0,1,0,0
2015,Maciachini - Maggiolina,471,484,541,193,54,53,423,539,9770,10981,439,206,378,568,61,103,23,22,7,14,99,189,120,281,0,1,0,0
2015,Greco,305,289,350,143,119,90,402,429,5501,5991,249,125,281,394,26,37,18,14,0,3,98,109,75,198,0,0,0,0
2015,Niguarda - Cà Granda,237,282,641,416,113,117,226,287,14961,16509,222,176,465,688,38,72,34,21,11,10,154,264,187,430,0,0,0,0
2015,Bicocca,52,81,180,75,71,23,94,110,3478,3424,70,38,127,142,20,23,12,12,2,6,31,51,33,69,0,0,0,0
2015,Vle Monza,263,297,544,282,131,52,771,924,10626,11220,366,276,655,830,44,59,30,26,7,8,197,259,193,394,2,2,0,0
2015,Adriano,188,187,430,139,261,85,254,280,6342,6307,148,93,277,330,13,41,32,26,4,1,149,169,91,142,0,0,2,0
2015,Parco Lambro - Cimiano,73,107,266,158,21,29,272,322,7684,8873,110,75,344,478,33,62,32,29,4,3,103,164,78,204,1,0,0,0
2015,Padova,583,607,1917,694,188,99,1264,1419,11429,12665,726,420,1093,1411,51,86,46,33,11,9,363,450,297,572,0,1,0,0
2015,Loreto,871,870,2564,674,305,129,1295,1630,13964,14972,1983,649,1095,1369,95,133,132,65,6,9,248,403,276,597,2,1,0,0
2015,Buenos Aires - Venezia,351,416,367,185,90,122,568,784,25340,28409,591,312,381,750,301,425,113,105,48,57,138,408,218,713,6,4,0,0
2015,Città Studi,154,212,343,164,103,107,382,549,14135,16514,365,228,528,755,130,170,108,102,6,16,153,269,142,403,2,2,2,0
2015,Lambrate,66,71,233,104,43,22,205,226,4316,4622,90,48,197,242,21,33,55,50,4,4,78,116,42,110,0,0,0,0
2015,Parco Forlanini - Ortica,5,5,56,15,13,3,8,16,366,309,14,9,21,41,1,12,14,1,1,0,28,22,13,15,0,0,0,0
2015,Corsica,120,136,157,72,25,24,319,342,7485,8804,177,69,228,363,45,71,32,34,8,9,60,149,109,247,1,0,0,0
2015,XXII Marzo,101,128,138,74,60,57,207,296,13090,15102,118,94,179,373,141,220,43,48,15,35,70,164,89,270,2,8,0,0
2015,Porta Romana,72,75,92,54,15,12,142,180,6905,7658,72,41,106,198,86,131,11,12,24,20,35,116,47,162,3,2,0,0
2015,Umbria - Molise,140,158,619,315,153,175,361,435,8432,9572,235,125,288,446,59,71,45,34,2,11,134,208,117,264,1,2,0,0
2015,Ortomercato,66,77,421,156,19,17,103,129,1249,1365,69,41,106,160,3,8,4,7,1,0,77,65,23,43,0,0,0,0
2015,Mecenate,65,56,254,182,85,45,191,201,7388,8599,180,123,374,499,20,33,28,25,3,8,139,182,110,232,0,0,0,0
2015,Parco Monlué - Ponte Lambro,8,7,290,117,140,24,79,85,1656,1646,124,60,271,310,5,8,14,9,3,0,57,81,42,47,0,0,0,0
2015,Triulzo Superiore,4,5,253,79,15,3,74,73,282,224,128,88,112,122,1,2,2,1,0,0,37,37,35,24,0,0,0,0
2015,Rogoredo,28,34,278,112,32,20,93,121,4052,3884,188,111,218,307,25,27,18,15,1,3,76,111,54,108,1,0,0,0
2015,Chiaravalle,0,2,20,4,1,3,13,14,466,471,26,7,11,15,1,0,0,0,0,0,8,12,5,7,0,0,0,0
2015,Lodi - Corvetto,262,295,1442,651,215,161,757,937,12647,14213,505,299,813,1127,52,92,51,37,8,8,352,444,244,488,0,0,2,0
2015,Scalo Romana,125,127,834,313,319,31,310,355,3802,3962,583,200,272,352,20,23,25,5,0,3,90,127,48,117,0,0,0,0
2015,Ex OM - Morivione,58,69,152,64,8,6,122,125,3049,3339,89,59,109,182,9,26,10,10,2,2,30,49,35,70,0,0,0,0
2015,Ripamonti,53,56,156,67,22,20,114,126,6021,6404,129,85,141,238,24,47,18,14,6,3,64,98,88,126,2,1,0,0
2015,Quintosole,0,0,35,17,3,0,4,6,551,109,10,7,4,2,1,0,0,0,1,0,17,5,19,12,0,0,0,0
2015,Ronchetto delle Rane,0,0,24,15,1,2,13,9,329,313,7,5,14,12,2,1,3,2,2,2,0,1,0,1,0,0,0,0
2015,Gratosoglio - Ticinello,77,71,385,325,62,49,171,190,7562,8507,194,144,199,325,6,13,15,18,4,3,72,92,88,155,0,0,0,1
2015,Stadera,201,202,796,394,112,94,508,557,11586,12430,532,288,463,665,35,65,33,29,5,11,176,244,163,330,0,2,0,0
2015,Tibaldi,72,80,311,113,22,22,125,173,4505,5057,155,77,149,222,25,43,6,5,2,1,35,80,56,132,0,1,0,0
2015,Navigli,53,78,248,131,24,41,109,140,6982,7822,174,82,198,301,72,112,10,18,17,24,74,162,60,145,2,1,0,0
2015,S. Cristoforo,60,56,528,267,58,48,109,162,5204,5644,128,90,172,278,25,43,18,14,7,3,92,129,86,158,1,2,0,0
2015,Barona,21,33,417,360,37,50,105,149,6909,7724,108,105,139,249,15,42,16,15,0,1,55,96,56,102,0,0,0,0
2015,Cantalupa,6,3,10,4,1,2,0,0,209,197,2,1,6,12,4,2,1,1,0,1,5,3,3,3,0,0,0,0
2015,Ronchetto S/N,53,65,297,172,19,24,74,112,6068,6752,67,49,189,283,31,40,15,8,4,1,59,75,53,89,0,0,0,0
2015,Giambellino,255,250,1481,805,116,187,605,805,10911,12643,488,354,553,799,57,92,31,26,9,12,277,346,161,323,0,0,1,1
2015,Tortona,43,49,66,37,5,13,82,120,6316,7443,57,44,57,155,83,110,5,12,5,11,23,75,38,115,2,1,0,0
2015,Washington,63,85,69,27,28,33,203,316,10840,12952,85,64,138,279,181,289,32,44,19,21,30,141,98,309,3,1,1,0
2015,Bande Nere,319,356,493,245,49,53,630,940,16952,20058,293,211,520,828,110,159,100,110,23,16,177,350,160,452,1,1,1,0
2015,Lorenteggio,80,82,327,186,25,24,87,129,5523,6191,104,79,142,223,18,33,13,21,1,1,76,109,49,155,0,1,0,0
2015,Muggiano,0,2,21,10,5,7,6,9,1435,1423,7,7,31,33,2,8,0,1,0,1,10,16,7,20,0,0,0,0
2015,Baggio,82,77,602,325,63,57,511,539,11419,12829,291,234,680,839,20,38,13,15,3,1,218,273,140,279,0,0,0,0
2015,Forze Armate,129,138,580,334,83,98,388,470,9518,10529,166,135,403,588,23,33,19,18,2,2,104,197,96,214,0,0,0,0
2015,Selinunte,242,271,2474,1394,263,231,533,702,7863,9295,294,210,483,734,46,75,33,36,1,8,421,496,146,383,0,0,0,0
2015,De Angeli - Monte Rosa,124,136,70,52,32,28,166,244,8281,9848,81,70,156,296,193,242,8,16,7,18,47,155,92,233,2,0,0,0
2015,Tre Torri,5,6,0,1,0,2,11,18,738,791,3,8,7,24,54,46,5,3,2,2,3,15,7,16,0,0,0,0
2015,S. Siro,66,80,110,81,20,23,183,249,5061,5328,77,66,152,211,267,264,6,9,10,7,50,79,38,102,0,0,0,0
2015,Quarto Cagnino,57,63,136,89,9,11,46,68,4226,4495,26,23,91,110,9,24,5,4,0,2,23,44,30,75,0,0,0,0
2015,Quinto Romano,3,2,68,25,14,8,29,25,2087,2243,29,14,46,66,3,8,0,1,0,1,24,30,15,27,0,0,0,0
2015,Figino,0,4,39,30,3,4,14,20,765,778,31,28,39,48,3,1,1,0,0,0,32,41,24,31,0,0,0,0
2015,Trenno,0,1,26,15,80,1,11,17,1930,1949,47,3,16,35,3,4,4,0,0,0,5,10,5,31,0,0,0,0
2015,Gallaratese,97,97,218,163,91,90,128,203,13723,15527,101,87,236,425,31,64,30,24,8,7,165,263,94,259,1,1,0,0
2015,QT 8,21,23,14,11,2,4,26,27,1691,1978,26,22,23,63,8,16,9,6,2,2,19,27,15,51,0,0,0,0
2015,Portello,47,40,19,14,14,15,45,55,3380,3745,33,34,60,123,48,67,6,7,1,5,19,48,20,62,0,1,0,0
2015,Pagano,55,61,12,9,23,27,98,182,7303,8024,73,71,68,168,132,187,16,20,9,16,30,90,39,180,1,2,0,0
2015,Sarpi,1114,1062,107,52,58,41,235,324,11451,13391,167,112,182,362,196,246,21,23,13,19,70,191,116,271,2,2,0,0
2015,Ghisolfa,336,352,233,108,47,29,245,293,6759,7659,137,76,248,342,41,86,17,16,5,8,64,119,75,157,0,0,0,0
2015,Villapizzone,1384,1432,1587,641,259,126,915,1074,13018,14571,719,469,1065,1309,76,81,116,57,10,5,343,437,268,520,1,0,0,0
2015,Maggiore - Musocco,34,31,107,60,22,12,27,30,1977,2151,33,29,118,143,5,7,2,4,1,2,45,43,15,52,0,1,0,0
2015,Cascina Triulza - Expo,2,0,31,1,4,1,1,1,528,67,2,0,13,10,2,1,1,0,0,0,17,8,22,4,0,0,0,0
2015,Sacco,16,13,2,1,1,0,2,3,111,90,2,2,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,Stephenson,5,2,0,0,0,0,3,2,34,25,3,1,0,1,1,0,0,0,0,0,0,2,1,3,0,0,0,0
2015,Quarto Oggiaro,771,815,867,566,235,127,309,368,11441,12686,390,316,477,639,15,36,52,36,4,3,156,216,177,296,0,1,0,0
2015,Bovisa,414,414,1023,295,77,44,240,315,4183,4483,265,174,346,449,19,27,69,44,2,3,122,156,89,160,0,1,0,3
2015,Farini,175,182,344,66,26,11,58,82,1230,1281,121,52,73,107,8,11,6,6,2,4,20,34,30,46,0,1,0,0
2015,Dergano,815,794,1529,392,120,63,467,542,7227,7444,746,290,548,721,21,50,41,32,2,4,160,222,108,230,0,0,0,1
2015,Affori,870,882,991,314,116,30,490,594,8447,8969,427,263,451,605,31,44,40,28,4,4,204,249,182,303,1,1,0,0
2015,Bovisasca,48,51,102,85,17,13,37,35,2928,3248,31,29,101,131,4,8,6,4,2,1,36,57,51,83,0,0,0,0
2015,Comasina,473,435,330,152,38,27,83,98,3042,3376,220,134,238,282,6,9,21,22,3,3,133,131,88,105,0,0,0,0
2015,Bruzzano,97,96,338,171,45,40,91,96,5065,5409,111,80,249,348,11,10,17,25,4,5,97,146,129,162,0,0,0,0
2015,Parco Nord,2,3,4,2,0,0,0,3,35,36,0,1,1,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0
2015,Parco delle Abbazie,0,0,1,0,2,2,1,1,133,121,3,1,1,4,0,0,0,0,0,0,44,32,55,57,0,0,1,0
2015,Parco dei Navigli,0,0,5,3,0,0,0,0,153,106,1,2,1,2,0,1,0,0,0,0,7,10,6,8,0,0,0,0
2015,Parco Agricolo Sud,1,2,1,0,0,0,0,2,151,132,0,0,1,3,5,8,0,0,0,0,3,4,4,7,0,0,0,0
2015,Parco Bosco in Città,0,0,6,3,0,0,5,0,127,142,2,2,12,16,0,2,1,0,0,0,25,25,38,32,0,0,0,0
2016,Duomo,40,67,24,18,38,60,142,272,7344,7445,153,124,67,205,192,215,18,24,15,31,21,120,62,197,4,4,1,0
2016,Brera,48,72,162,33,86,65,136,272,7316,8184,97,105,56,203,187,235,26,30,38,49,59,146,102,239,5,3,2,0
2016,Giardini Porta Venezia,0,0,0,0,0,0,1,2,24,19,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,Guastalla,20,48,17,9,20,29,106,268,6302,6925,164,146,67,206,88,141,32,43,12,29,34,105,45,168,2,0,0,0
2016,Vigentina,48,58,136,29,18,20,68,128,5697,6471,104,99,75,133,62,99,18,17,9,18,17,78,39,141,1,4,0,0
2016,Ticinese,91,117,198,76,14,10,138,175,8103,9371,105,75,120,217,103,143,20,26,10,18,44,126,54,168,4,3,0,0
2016,Magenta - S. Vittore,42,43,24,16,20,30,102,223,7326,8123,114,113,54,168,190,268,12,22,19,28,44,109,40,161,3,2,0,0
2016,Parco Sempione,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Garibaldi Repubblica,62,70,26,11,12,9,22,26,2279,2464,71,35,69,110,32,45,4,7,5,7,38,44,12,46,0,0,0,0
2016,Centrale,287,304,247,88,370,69,258,347,6732,6845,885,244,242,330,93,111,64,29,11,20,81,150,73,194,1,0,0,0
2016,Isola,348,347,551,185,59,34,221,292,8878,9698,428,163,212,308,101,145,32,39,12,17,84,162,95,232,0,1,0,0
2016,Maciachini - Maggiolina,474,497,534,199,42,50,409,528,9868,11036,440,207,366,546,62,108,32,30,8,17,95,190,117,278,0,1,0,0
2016,Greco,323,309,322,130,112,89,400,423,5578,6052,270,134,263,373,28,38,31,27,0,3,99,114,73,203,0,0,0,0
2016,Niguarda - Cà Granda,241,293,637,424,105,107,228,291,14940,16465,246,181,475,685,38,75,33,24,11,11,160,260,183,422,0,0,0,0
2016,Bicocca,67,85,189,85,86,17,92,116,3544,3481,87,41,120,141,22,26,18,13,2,5,32,56,35,71,0,0,0,0
2016,Vle Monza,270,312,566,302,137,57,769,891,10767,11301,392,295,617,798,49,62,31,26,11,11,208,270,191,404,2,2,0,0
2016,Adriano,197,196,469,144,279,88,246,294,6456,6394,203,114,288,333,16,43,37,33,6,1,166,177,94,155,0,0,2,0
2016,Parco Lambro - Cimiano,71,113,246,157,25,28,268,298,7678,8801,115,77,319,451,33,59,37,29,4,2,99,164,76,209,1,0,0,0
2016,Padova,603,640,1950,747,172,97,1260,1400,11564,12728,746,442,1070,1381,51,84,56,40,10,11,355,441,295,574,0,1,0,0
2016,Loreto,921,910,2561,680,296,128,1317,1627,14185,15105,2009,646,1051,1291,99,145,133,66,9,9,257,404,272,579,2,3,0,0
2016,Buenos Aires - Venezia,380,447,348,183,97,108,564,786,25556,28591,616,312,353,674,300,431,115,113,47,59,138,405,205,717,6,5,0,0
2016,Città Studi,161,221,321,156,94,107,371,554,14235,16562,379,223,518,721,137,172,118,100,6,17,148,262,155,377,2,2,2,0
2016,Lambrate,68,76,227,101,42,21,198,228,4411,4721,101,54,168,211,21,27,61,50,3,4,70,120,47,103,0,0,0,1
2016,Parco Forlanini - Ortica,4,6,59,18,95,17,8,14,365,317,54,9,25,39,2,12,23,6,0,0,28,24,12,14,0,0,0,0
2016,Corsica,125,148,148,82,26,22,326,342,7636,8983,182,82,225,342,45,78,34,33,6,10,61,160,108,236,1,0,0,0
2016,XXII Marzo,110,138,123,72,50,49,196,292,13197,15174,114,90,179,367,153,238,47,55,14,36,70,178,90,298,2,8,0,0
2016,Porta Romana,80,87,92,51,11,5,126,174,6972,7720,75,45,108,198,94,139,13,13,25,25,34,111,45,155,3,1,0,0
2016,Umbria - Molise,145,171,629,332,149,169,358,441,8529,9631,244,141,282,433,59,71,46,38,2,10,118,198,124,276,1,3,0,0
2016,Ortomercato,68,81,413,154,18,16,102,128,1236,1355,83,48,93,156,5,7,3,5,1,0,83,70,22,48,0,0,0,0
2016,Mecenate,60,63,270,198,78,50,190,207,7420,8571,185,122,365,498,21,31,23,21,2,9,142,184,109,224,0,0,0,0
2016,Parco Monlué - Ponte Lambro,8,7,291,120,160,19,76,77,1669,1648,112,54,256,297,5,7,16,7,2,0,54,89,36,42,0,0,0,0
2016,Triulzo Superiore,3,4,256,95,16,3,61,71,285,234,132,90,124,125,1,2,2,1,0,0,36,41,29,25,0,0,0,0
2016,Rogoredo,25,35,253,122,33,21,102,128,4141,3969,189,111,210,294,22,28,13,17,1,2,87,111,52,107,1,0,0,0
2016,Chiaravalle,0,2,22,4,1,3,11,11,463,457,25,7,11,15,1,0,0,0,0,0,9,12,6,6,0,0,0,0
2016,Lodi - Corvetto,296,304,1407,683,196,156,778,951,12663,14212,506,303,788,1078,49,98,58,40,6,6,326,443,218,481,0,1,2,0
2016,Scalo Romana,124,138,866,324,347,31,313,357,3922,4063,561,192,270,341,25,25,25,6,1,4,88,126,49,132,0,0,0,0
2016,Ex OM - Morivione,65,71,145,57,8,6,122,120,3069,3361,90,66,106,172,12,35,12,9,4,2,32,52,29,70,0,0,0,0
